InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Retire,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
275,274,Eetu Huttunen,,0,FIN,1992-12-31,30,188,69,2,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
276,275,Voldemars Sokolova,,0,LAT,2004-12-31,18,170,68,4,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
277,276,Steve Guy,,0,CAN,2002-12-31,20,234,76,4,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
278,277,Richard Butler,,0,CAN,1994-12-31,28,185,65,3,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
279,278,Evgeny Komarova,,0,RUS,1999-12-31,23,230,80,4,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
280,279,Olivier Gicquel,,0,FRA,2004-12-31,18,186,70,2,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
281,280,Jean-Claude Ahmed,,0,CAN,1991-12-31,31,193,72,4,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
282,281,Mariusz Lind,,0,SWE,1995-12-31,27,209,79,3,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
283,282,Mario Beyeler,,0,SWI,1998-12-31,24,183,73,2,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
284,283,Allen Lloyd,,0,USA,2002-12-31,20,202,79,1,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
285,284,Tim Ng,,0,CAN,1995-12-31,27,200,76,5,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
286,285,Alex Fontaine,,0,CAN,1990-12-31,32,181,66,5,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
287,286,Magomed Vishnevskaya,,0,RUS,1988-12-31,34,171,67,1,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
288,287,Andre Austin,,0,CAN,1989-12-31,33,213,71,4,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
289,288,Glenn Holden,,0,GRB,1998-12-31,24,205,77,4,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
290,289,Alain Plante,,0,CAN,1994-12-31,28,190,71,2,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
291,290,Isaac Gregoire,,0,CAN,1992-12-31,30,189,73,3,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
292,291,Stefan Simonov,,0,RUS,2001-12-31,21,237,77,3,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
293,292,Eddy Mcconnell,,0,CAN,1989-12-31,33,187,74,5,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
294,293,Bohumir Matejkova,,0,CZH,2000-12-31,22,193,74,3,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
295,294,Bruno Matvejeva,,0,LAT,1992-12-31,30,223,79,4,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
296,295,Ba Tursyn,,0,KAZ,1997-12-31,25,186,70,3,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
297,296,Kevin Holden,,0,USA,1994-12-31,28,177,67,4,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
298,297,Alex Walsh,,0,USA,2000-12-31,22,165,68,5,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
299,298,Artur Hamre,,0,NOR,2002-12-31,20,218,73,2,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
300,299,Anthony Messier,,0,CAN,1998-12-31,24,203,75,4,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
301,300,Jonas Pajari,,0,FIN,1988-12-31,34,215,75,1,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
302,301,Kurt Lorentzon,,0,SWE,1994-12-31,28,184,73,4,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
303,302,Markku Ahlstrom,,0,SWE,2001-12-31,21,182,65,2,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
304,303,Johnnie Fitzgerald,,0,USA,1989-12-31,33,202,74,5,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
305,304,Bert Fowler,,0,USA,1993-12-31,29,219,72,3,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
306,305,Mike Ackermann,,0,SWI,1995-12-31,27,182,66,1,False,False,False,False,False,True,True,False,False,False,0,0,0,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
307,306,Ilnaz Vinogradov,,23,RUS,1987-12-31,35,167,69,4,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,4000000,4000000,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,74,93,61,69,68,90,77,90,72,84,76,97,89,12,50,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5261,0,0,0,0,4,43,0,0,0,0,0,0,13,0,0,0,0,0,0,0,
308,307,Abdul Drolet,,14,CAN,2003-12-31,19,184,70,5,True,False,False,False,False,True,True,False,False,False,0,1073042,1073042,1073042,1073042,1073042,1073042,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,84,76,57,60,81,84,95,86,91,76,80,64,89,83,50,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
309,308,Tatu Ruuska,,7,FIN,1988-12-31,34,241,80,2,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,78,89,88,88,76,87,72,98,72,86,83,90,71,11,50,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
310,309,George Skinner,,23,CAN,1994-12-31,28,202,77,2,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,77,77,89,67,78,88,92,98,74,82,76,91,85,36,50,83,6,15753,1,4,0,0,19,116,0,0,0,0,0,6,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
311,310,Joakim Sundell,,9,FIN,1987-12-31,35,240,79,3,False,False,False,False,False,True,True,False,False,False,0,3804363,3804363,3804363,3804363,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,63,83,88,84,78,98,90,76,70,78,68,84,83,5,50,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
312,311,Neil Charette,,9,CAN,1987-12-31,35,183,67,4,False,False,False,False,False,True,True,False,False,False,0,3809341,3809341,3809341,3809341,3809341,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,75,77,58,71,68,73,99,79,78,75,89,94,78,10,50,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,
313,312,At Akzhigitov,,6,KAZ,1987-12-31,35,200,77,1,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,68,76,36,80,80,96,73,92,75,77,74,80,99,9,50,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,
314,313,Israel Espinoza,,5,USA,1990-12-31,32,227,79,1,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,62,76,96,85,81,65,93,55,78,65,91,87,73,12,50,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
315,314,Jakub Sokolova,,17,CZH,2004-12-31,18,179,65,2,True,False,False,False,False,True,True,False,False,False,0,1392986,1392986,1392986,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,67,69,56,64,81,65,73,90,89,75,72,76,63,87,50,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
316,315,Ignacio Kirk,,5,USA,1994-12-31,28,205,73,2,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,84,96,88,78,83,73,88,75,75,90,90,77,96,35,50,83,6,15812,2,4,0,0,20,148,0,0,1,0,0,6,0,0,0,0,0,0,460,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
317,316,Artemiy Kotova,,14,RUS,1992-12-31,30,212,77,3,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,4000000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,85,91,72,82,80,69,78,96,90,90,88,86,90,28,50,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
318,317,Oscar Jacobs,,22,CAN,2001-12-31,21,175,70,4,False,False,False,False,False,True,True,False,False,False,0,2459371,2459371,2459371,2459371,2459371,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,72,59,84,84,82,92,75,72,92,86,87,94,90,74,50,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
319,318,Vic Ho,,23,CAN,1998-12-31,24,173,65,4,False,False,False,False,False,True,True,False,False,False,0,3945597,3945597,3945597,3945597,3945597,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,69,76,93,68,81,94,64,87,74,71,80,74,93,64,50,80,3,5847,1,0,0,0,5,52,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
320,319,Tadeas Vit,,21,CZH,1991-12-31,31,216,74,1,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,61,99,56,61,70,74,78,94,75,70,70,99,93,25,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
321,320,Nurik Tazhibaeva,,15,KAZ,1993-12-31,29,182,68,2,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,66,88,97,71,80,99,99,80,80,66,76,98,77,36,50,84,6,21742,2,2,2,1,14,143,0,0,0,0,0,6,0,0,1,1,0,0,1015,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
322,321,Joacim Magnusson,,3,SWE,1997-12-31,25,203,79,4,False,False,False,False,False,True,True,False,False,False,0,3412151,3412151,3412151,3412151,3412151,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,70,82,57,85,82,88,93,76,90,73,85,79,77,56,50,80,3,5628,0,0,0,0,5,39,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
323,322,Levs Silins,,4,LAT,1998-12-31,24,210,72,2,False,False,False,False,False,True,True,False,False,False,0,1478718,1478718,1478718,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,61,76,76,78,72,52,54,52,60,63,60,81,82,62,50,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
324,323,Mikhail Tasboltaev,,5,KAZ,2001-12-31,21,215,78,2,False,False,False,False,False,True,True,False,False,False,0,2904937,2904937,2904937,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,79,81,85,70,76,83,99,99,74,66,70,81,88,72,50,82,3,5740,0,0,0,0,0,31,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
325,324,Peter Granstrom,,14,SWE,1990-12-31,32,223,77,2,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,84,85,82,80,87,90,70,68,58,57,99,61,99,17,50,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
326,325,Tim Raymond,,21,USA,2000-12-31,22,217,77,4,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,4000000,4000000,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,86,89,67,72,75,99,78,73,82,74,77,74,90,67,50,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
327,326,Lucien Funk,,15,CAN,2003-12-31,19,197,71,4,True,False,False,False,False,True,True,False,False,False,0,1463052,1463052,1463052,1463052,1463052,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,63,76,75,75,71,99,79,99,86,78,65,61,99,88,50,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3464,0,0,0,0,1,27,0,0,0,0,0,0,15,0,0,0,0,0,0,0,
328,327,Amir Brisebois,,23,CAN,1990-12-31,32,173,65,4,False,False,False,False,False,True,True,False,False,False,0,3165052,3165052,3165052,3165052,3165052,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,67,66,84,68,73,76,99,96,61,88,73,77,69,15,50,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,42497,6,6,1,0,37,338,0,0,1,0,0,13,0,0,0,1,0,0,980,980,
