Number,Team,Transaction,DateTime,Empty
1977,15,Salvador Weber was added to Team 15.,2022-07-20 6:13:03 PM,
1978,15,Wallace Flowers was picked by Team 15 as the 989 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
1979,7,Kurt Cote was added to Team 7.,2022-07-20 6:13:03 PM,
1980,7,Wallace Flowers was picked by Team 7 as the 990 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
1981,21,Clayton Lefebvre was added to Team 21.,2022-07-20 6:13:03 PM,
1982,21,Wallace Flowers was picked by Team 21 as the 991 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
1983,14,Alex Ringstrom was added to Team 14.,2022-07-20 6:13:03 PM,
1984,14,Wallace Flowers was picked by Team 14 as the 992 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
1985,23,Art Irvine was added to Team 23.,2022-07-20 6:13:03 PM,
1986,23,Wallace Flowers was picked by Team 23 as the 993 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
1987,13,Timofejs Pavlovs was added to Team 13.,2022-07-20 6:13:03 PM,
1988,13,Wallace Flowers was picked by Team 13 as the 994 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
1989,20,Greg Plamondon was added to Team 20.,2022-07-20 6:13:03 PM,
1990,20,Wallace Flowers was picked by Team 20 as the 995 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
1991,4,Benjamin Hale was added to Team 4.,2022-07-20 6:13:03 PM,
1992,4,Wallace Flowers was picked by Team 4 as the 996 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
1993,24,Robt Mclaughlin was added to Team 24.,2022-07-20 6:13:03 PM,
1994,24,Wallace Flowers was picked by Team 24 as the 997 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
1995,8,Henri Huotari was added to Team 8.,2022-07-20 6:13:03 PM,
1996,8,Wallace Flowers was picked by Team 8 as the 998 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
1997,18,Thomas Gilbert was added to Team 18.,2022-07-20 6:13:03 PM,
1998,18,Wallace Flowers was picked by Team 18 as the 999 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
1999,22,Terrence Shepard was added to Team 22.,2022-07-20 6:13:03 PM,
2000,22,Wallace Flowers was picked by Team 22 as the 1000 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2001,9,Genadiy Kot was added to Team 9.,2022-07-20 6:13:03 PM,
2002,9,Wallace Flowers was picked by Team 9 as the 1001 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2003,19,Uwe Michaelis was added to Team 19.,2022-07-20 6:13:03 PM,
2004,19,Wallace Flowers was picked by Team 19 as the 1002 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2005,3,Artur Kjeldgaard was added to Team 3.,2022-07-20 6:13:03 PM,
2006,3,Wallace Flowers was picked by Team 3 as the 1003 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2007,5,Hubert Spence was added to Team 5.,2022-07-20 6:13:03 PM,
2008,5,Wallace Flowers was picked by Team 5 as the 1004 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2009,17,Jeff Hanna was added to Team 17.,2022-07-20 6:13:03 PM,
2010,17,Wallace Flowers was picked by Team 17 as the 1005 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2011,12,Leo Bruck was added to Team 12.,2022-07-20 6:13:03 PM,
2012,12,Wallace Flowers was picked by Team 12 as the 1006 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2013,6,Andrew Irwin was added to Team 6.,2022-07-20 6:13:03 PM,
2014,6,Wallace Flowers was picked by Team 6 as the 1007 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2015,10,Urban Eriksson was added to Team 10.,2022-07-20 6:13:03 PM,
2016,10,Wallace Flowers was picked by Team 10 as the 1008 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2017,10,Sampsa Viinikainen was added to Team 10.,2022-07-20 6:13:03 PM,
2018,10,Otso Suutari was picked by Team 10 as the 1009 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2019,6,Lexa Smirnov was added to Team 6.,2022-07-20 6:13:03 PM,
2020,6,Otso Suutari was picked by Team 6 as the 1010 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2021,12,Nicolas Storm was added to Team 12.,2022-07-20 6:13:03 PM,
2022,12,Otso Suutari was picked by Team 12 as the 1011 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2023,17,Sergei Usmanov was added to Team 17.,2022-07-20 6:13:03 PM,
2024,17,Otso Suutari was picked by Team 17 as the 1012 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2025,5,Auvo Poutanen was added to Team 5.,2022-07-20 6:13:03 PM,
2026,5,Otso Suutari was picked by Team 5 as the 1013 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2027,3,Gabriel Faucher was added to Team 3.,2022-07-20 6:13:03 PM,
2028,3,Otso Suutari was picked by Team 3 as the 1014 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2029,19,Karl Yu was added to Team 19.,2022-07-20 6:13:03 PM,
2030,19,Otso Suutari was picked by Team 19 as the 1015 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2031,9,Carl Leroux was added to Team 9.,2022-07-20 6:13:03 PM,
2032,9,Otso Suutari was picked by Team 9 as the 1016 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2033,22,Jose Graham was added to Team 22.,2022-07-20 6:13:03 PM,
2034,22,Elling Reenberg was picked by Team 22 as the 1017 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2035,18,Oliver Dyck was added to Team 18.,2022-07-20 6:13:03 PM,
2036,18,Elling Reenberg was picked by Team 18 as the 1018 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2037,8,Ferdinand Dorn was added to Team 8.,2022-07-20 6:13:03 PM,
2038,8,Elling Reenberg was picked by Team 8 as the 1019 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2039,24,Leonard Brodeur was added to Team 24.,2022-07-20 6:13:03 PM,
2040,24,Elling Reenberg was picked by Team 24 as the 1020 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2041,4,Timo Romer was added to Team 4.,2022-07-20 6:13:03 PM,
2042,4,Elling Reenberg was picked by Team 4 as the 1021 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2043,20,Normand Robertson was added to Team 20.,2022-07-20 6:13:03 PM,
2044,20,Elling Reenberg was picked by Team 20 as the 1022 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2045,13,Rogelio May was added to Team 13.,2022-07-20 6:13:03 PM,
2046,13,Elling Reenberg was picked by Team 13 as the 1023 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2047,23,Nazim Shcherbakov was added to Team 23.,2022-07-20 6:13:03 PM,
2048,23,Elling Reenberg was picked by Team 23 as the 1024 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2049,14,Kai Chouinard was added to Team 14.,2022-07-20 6:13:03 PM,
2050,14,Elling Reenberg was picked by Team 14 as the 1025 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2051,21,Abdulla Kulikov was added to Team 21.,2022-07-20 6:13:03 PM,
2052,21,Elling Reenberg was picked by Team 21 as the 1026 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2053,7,Fernando Vargas was added to Team 7.,2022-07-20 6:13:03 PM,
2054,7,Elling Reenberg was picked by Team 7 as the 1027 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2055,15,Lorenzo Ortiz was added to Team 15.,2022-07-20 6:13:03 PM,
2056,15,Elling Reenberg was picked by Team 15 as the 1028 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2057,2,Duncan Denis was added to Team 2.,2022-07-20 6:13:03 PM,
2058,2,Elling Reenberg was picked by Team 2 as the 1029 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2059,16,Johnny Fields was added to Team 16.,2022-07-20 6:13:03 PM,
2060,16,Elling Reenberg was picked by Team 16 as the 1030 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2061,1,Robt Macneil was added to Team 1.,2022-07-20 6:13:03 PM,
2062,1,Elling Reenberg was picked by Team 1 as the 1031 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2063,11,Calvin Peterson was added to Team 11.,2022-07-20 6:13:03 PM,
2064,11,Elling Reenberg was picked by Team 11 as the 1032 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2065,11,Simon Kivi was added to Team 11.,2022-07-20 6:13:03 PM,
2066,11,Otso Suutari was picked by Team 11 as the 1033 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2067,1,Todd Everett was added to Team 1.,2022-07-20 6:13:03 PM,
2068,1,Otso Suutari was picked by Team 1 as the 1034 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2069,16,Sergey Artamonov was added to Team 16.,2022-07-20 6:13:03 PM,
2070,16,Otso Suutari was picked by Team 16 as the 1035 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2071,2,Kris Begin was added to Team 2.,2022-07-20 6:13:03 PM,
2072,2,Otso Suutari was picked by Team 2 as the 1036 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2073,15,Martin Dufour was added to Team 15.,2022-07-20 6:13:03 PM,
2074,15,Otso Suutari was picked by Team 15 as the 1037 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2075,7,Benoit Robin was added to Team 7.,2022-07-20 6:13:03 PM,
2076,7,Otso Suutari was picked by Team 7 as the 1038 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2077,21,Wes Lavoie was added to Team 21.,2022-07-20 6:13:03 PM,
2078,21,Otso Suutari was picked by Team 21 as the 1039 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2079,14,Gene Brennan was added to Team 14.,2022-07-20 6:13:03 PM,
2080,14,Otso Suutari was picked by Team 14 as the 1040 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2081,23,Erik Ryazanova was added to Team 23.,2022-07-20 6:13:03 PM,
2082,23,Otso Suutari was picked by Team 23 as the 1041 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2083,13,Dale Horton was added to Team 13.,2022-07-20 6:13:03 PM,
2084,13,Otso Suutari was picked by Team 13 as the 1042 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2085,20,Semyon Grigorev was added to Team 20.,2022-07-20 6:13:03 PM,
2086,20,Otso Suutari was picked by Team 20 as the 1043 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2087,4,Aslan Sergeevich was added to Team 4.,2022-07-20 6:13:03 PM,
2088,4,Otso Suutari was picked by Team 4 as the 1044 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2089,24,Bryan Trepanier was added to Team 24.,2022-07-20 6:13:03 PM,
2090,24,Otso Suutari was picked by Team 24 as the 1045 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2091,8,Archie Hawkins was added to Team 8.,2022-07-20 6:13:03 PM,
2092,8,Otso Suutari was picked by Team 8 as the 1046 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2093,18,Austin Strickland was added to Team 18.,2022-07-20 6:13:03 PM,
2094,18,Elling Reenberg was picked by Team 18 as the 1047 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2095,22,Pascal Gervais was added to Team 22.,2022-07-20 6:13:03 PM,
2096,22,Elling Reenberg was picked by Team 22 as the 1048 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2097,9,Alfred Glover was added to Team 9.,2022-07-20 6:13:03 PM,
2098,9,Elling Reenberg was picked by Team 9 as the 1049 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2099,19,Dennis Nordin was added to Team 19.,2022-07-20 6:13:03 PM,
2100,19,Elling Reenberg was picked by Team 19 as the 1050 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2101,3,Renald Leroux was added to Team 3.,2022-07-20 6:13:03 PM,
2102,3,Elling Reenberg was picked by Team 3 as the 1051 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2103,5,Mohammed Roberts was added to Team 5.,2022-07-20 6:13:03 PM,
2104,5,Elling Reenberg was picked by Team 5 as the 1052 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2105,17,Andrew Bar was added to Team 17.,2022-07-20 6:13:03 PM,
2106,17,Elling Reenberg was picked by Team 17 as the 1053 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2107,12,Gote Norrby was added to Team 12.,2022-07-20 6:13:03 PM,
2108,12,Elling Reenberg was picked by Team 12 as the 1054 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2109,6,Seth Akerlund was added to Team 6.,2022-07-20 6:13:03 PM,
2110,6,Elling Reenberg was picked by Team 6 as the 1055 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2111,10,Jim Jonsson was added to Team 10.,2022-07-20 6:13:03 PM,
2112,10,Elling Reenberg was picked by Team 10 as the 1056 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2113,10,Bert Theriault was added to Team 10.,2022-07-20 6:13:03 PM,
2114,10,Bert Theriault was picked by Team 10 as the 1057 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2115,6,Khamzat Rodionova was added to Team 6.,2022-07-20 6:13:03 PM,
2116,6,Khamzat Rodionova was picked by Team 6 as the 1058 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2117,12,Elemer Sulek was added to Team 12.,2022-07-20 6:13:03 PM,
2118,12,Elemer Sulek was picked by Team 12 as the 1059 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2119,17,Ricky Rousseau was added to Team 17.,2022-07-20 6:13:03 PM,
2120,17,Ricky Rousseau was picked by Team 17 as the 1060 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2121,5,Jacques Hebert was added to Team 5.,2022-07-20 6:13:03 PM,
2122,5,Jacques Hebert was picked by Team 5 as the 1061 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2123,3,Michael Picard was added to Team 3.,2022-07-20 6:13:03 PM,
2124,3,Michael Picard was picked by Team 3 as the 1062 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2125,19,Brent Leonard was added to Team 19.,2022-07-20 6:13:03 PM,
2126,19,Brent Leonard was picked by Team 19 as the 1063 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2127,9,Bret Stone was added to Team 9.,2022-07-20 6:13:03 PM,
2128,9,Bret Stone was picked by Team 9 as the 1064 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2129,22,Guttorm Kristoffersen was added to Team 22.,2022-07-20 6:13:03 PM,
2130,22,Guttorm Kristoffersen was picked by Team 22 as the 1065 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2131,18,Curtis Donovan was added to Team 18.,2022-07-20 6:13:03 PM,
2132,18,Curtis Donovan was picked by Team 18 as the 1066 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2133,8,Daler Konovalov was added to Team 8.,2022-07-20 6:13:03 PM,
2134,8,Daler Konovalov was picked by Team 8 as the 1067 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2135,24,Michael Helander was added to Team 24.,2022-07-20 6:13:03 PM,
2136,24,Michael Helander was picked by Team 24 as the 1068 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2137,4,Brad Charron was added to Team 4.,2022-07-20 6:13:03 PM,
2138,4,Brad Charron was picked by Team 4 as the 1069 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2139,20,Vasily Khasanov was added to Team 20.,2022-07-20 6:13:03 PM,
2140,20,Vasily Khasanov was picked by Team 20 as the 1070 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2141,13,Petteri Makela was added to Team 13.,2022-07-20 6:13:03 PM,
2142,13,Petteri Makela was picked by Team 13 as the 1071 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2143,23,Luis Jean-Baptiste was added to Team 23.,2022-07-20 6:13:03 PM,
2144,23,Luis Jean-Baptiste was picked by Team 23 as the 1072 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2145,14,Claude Hamilton was added to Team 14.,2022-07-20 6:13:03 PM,
2146,14,Claude Hamilton was picked by Team 14 as the 1073 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2147,21,Henri Durand was added to Team 21.,2022-07-20 6:13:03 PM,
2148,21,Henri Durand was picked by Team 21 as the 1074 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2149,7,Ted Lamoureux was added to Team 7.,2022-07-20 6:13:03 PM,
2150,7,Ted Lamoureux was picked by Team 7 as the 1075 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2151,15,Omar Golden was added to Team 15.,2022-07-20 6:13:03 PM,
2152,15,Omar Golden was picked by Team 15 as the 1076 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2153,2,Tuukka Klemetti was added to Team 2.,2022-07-20 6:13:03 PM,
2154,2,Tuukka Klemetti was picked by Team 2 as the 1077 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2155,16,Stig Nummelin was added to Team 16.,2022-07-20 6:13:03 PM,
2156,16,Stig Nummelin was picked by Team 16 as the 1078 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2157,1,Ian Pruitt was added to Team 1.,2022-07-20 6:13:03 PM,
2158,1,Ian Pruitt was picked by Team 1 as the 1079 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2159,11,Garry Ma was added to Team 11.,2022-07-20 6:13:03 PM,
2160,11,Garry Ma was picked by Team 11 as the 1080 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2161,11,Rodion Biryukova was added to Team 11.,2022-07-20 6:13:03 PM,
2162,11,Elling Reenberg was picked by Team 11 as the 1081 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2163,1,Paul Jennings was added to Team 1.,2022-07-20 6:13:03 PM,
2164,1,Elling Reenberg was picked by Team 1 as the 1082 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2165,16,Hugh Lomas was added to Team 16.,2022-07-20 6:13:03 PM,
2166,16,Elling Reenberg was picked by Team 16 as the 1083 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2167,2,Rene Pankova was added to Team 2.,2022-07-20 6:13:03 PM,
2168,2,Elling Reenberg was picked by Team 2 as the 1084 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2169,15,Mohammed Brady was added to Team 15.,2022-07-20 6:13:03 PM,
2170,15,Elling Reenberg was picked by Team 15 as the 1085 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2171,7,Syed Gould was added to Team 7.,2022-07-20 6:13:03 PM,
2172,7,Elling Reenberg was picked by Team 7 as the 1086 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2173,21,Jp Moreau was added to Team 21.,2022-07-20 6:13:03 PM,
2174,21,Elling Reenberg was picked by Team 21 as the 1087 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2175,14,Lonnie Mcbride was added to Team 14.,2022-07-20 6:13:03 PM,
2176,14,Elling Reenberg was picked by Team 14 as the 1088 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2177,23,Erick Moyer was added to Team 23.,2022-07-20 6:13:03 PM,
2178,23,Elling Reenberg was picked by Team 23 as the 1089 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2179,13,Murad Moskalenko was added to Team 13.,2022-07-20 6:13:03 PM,
2180,13,Elling Reenberg was picked by Team 13 as the 1090 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2181,20,Rod Levasseur was added to Team 20.,2022-07-20 6:13:03 PM,
2182,20,Elling Reenberg was picked by Team 20 as the 1091 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
2183,4,Bobby Klein was added to Team 4.,2022-07-20 6:13:03 PM,
2184,4,Elling Reenberg was picked by Team 4 as the 1092 overall pick in the fantasy draft.,2022-07-20 6:13:03 PM,
