Number,Team,Transaction
2971,22,[2022-07-21 6:35:30 PM] - Hugh Salazar was released.
2972,22,[2022-07-21 6:35:30 PM] - Toivo Kuparinen was released.
2973,9,[2022-07-21 6:35:30 PM] - Marc Soucy was released.
2974,22,[2022-07-21 6:35:30 PM] - Yan Dick was released.
2975,3,[2022-07-21 6:35:30 PM] - Mikko Makynen was released.
2976,11,[2022-07-21 6:35:30 PM] - Rodion Biryukova was released.
2977,10,[2022-07-21 6:35:30 PM] - Ramis Kozlova was released.
2978,3,[2022-07-21 6:35:30 PM] - Cory Tucker was released.
2979,9,[2022-07-21 6:35:30 PM] - Tony Holmen was released.
2980,16,[2022-07-21 6:35:30 PM] - Randy Leclair was released.
2981,3,[2022-07-21 6:35:30 PM] - Artur Kjeldgaard was released.
2982,11,[2022-07-21 6:35:30 PM] - Jay Wolfe was released.
2983,8,[2022-07-21 6:35:30 PM] - Dominic Potter was released.
2984,12,[2022-07-21 6:35:30 PM] - Ded Mikhaylenko was released.
2985,9,[2022-07-21 6:35:30 PM] - Aldiar Baratov was released.
2986,15,[2022-07-21 6:35:30 PM] - Antonio Paquin was released.
2987,2,[2022-07-21 6:35:30 PM] - Francis Santos was released.
2988,1,[2022-07-21 6:35:30 PM] - Garrett Stout was released.
2989,3,[2022-07-21 6:35:30 PM] - Robert Nelson was released.
2990,9,[2022-07-21 6:35:30 PM] - Roberto Martinsson was released.
2991,9,[2022-07-21 6:35:30 PM] - Vlastimir Michalikova was released.
2992,19,[2022-07-21 6:35:30 PM] - Bradley Pearce was released.
2993,7,[2022-07-21 6:35:30 PM] - Don Cousineau was released.
2994,9,[2022-07-21 6:35:30 PM] - Mehdi Lonnqvist was released.
2995,5,[2022-07-21 6:35:30 PM] - Jonne Karki was released.
2996,21,[2022-07-21 6:35:30 PM] - Rusya Kovalenko was released.
2997,21,[2022-07-21 6:35:30 PM] - Abdulla Kulikov was released.
2998,13,[2022-07-21 6:35:30 PM] - Igor Lalonde was released.
2999,12,[2022-07-21 6:35:30 PM] - Trevor Miles was released.
3000,20,[2022-07-21 6:35:30 PM] - Gilles Lucas was released.
3001,21,[2022-07-21 6:35:30 PM] - Bartolomej Strnadova was released.
3002,1,[2022-07-21 6:35:30 PM] - Arvi Halttunen was released.
3003,7,[2022-07-21 6:35:30 PM] - Fernando Vargas was released.
3004,8,[2022-07-21 6:35:30 PM] - Brad Blouin was released.
3005,14,[2022-07-21 6:35:30 PM] - Kevin Jordan was released.
3006,15,[2022-07-21 6:35:30 PM] - Franklin Larson was released.
3007,21,[2022-07-21 6:35:30 PM] - Greg Lagace was released.
3008,13,[2022-07-21 6:35:30 PM] - Radko Horvath was released.
3009,10,[2022-07-21 6:35:30 PM] - Jim Jonsson was released.
3010,2,[2022-07-21 6:35:30 PM] - Jake Fortin was released.
3011,2,[2022-07-21 6:35:30 PM] - Duncan Denis was released.
3012,8,[2022-07-21 6:35:30 PM] - Zachary Wilkinson was released.
3013,23,[2022-07-21 6:35:30 PM] - Russ Salinas was released.
3014,5,[2022-07-21 6:35:30 PM] - Oscar Blake was released.
3015,8,[2022-07-21 6:35:30 PM] - Yannick Tran was released.
3016,7,[2022-07-21 6:35:30 PM] - Syed Gould was released.
3017,19,[2022-07-21 6:35:30 PM] - Mukhamed Muratova was released.
3018,17,[2022-07-21 6:35:30 PM] - Armin Gregova was released.
3019,22,[2022-07-21 6:35:30 PM] - Giovanni Blanchette was released.
3020,4,[2022-07-21 6:35:30 PM] - Olli-Pekka Niinimaki was released.
3021,19,[2022-07-21 6:35:30 PM] - Anton Ryzhova was released.
3022,8,[2022-07-21 6:35:30 PM] - Rod Beasley was released.
3023,16,[2022-07-21 6:35:30 PM] - Johnny Fields was released.
3024,20,[2022-07-21 6:35:30 PM] - Brendan Yates was released.
3025,8,[2022-07-21 6:35:30 PM] - Sergey Nazarova was released.
3026,17,[2022-07-21 6:35:30 PM] - Rod Malone was released.
3027,15,[2022-07-21 6:35:30 PM] - Lorant Jankovicova was released.
3028,11,[2022-07-21 6:35:30 PM] - Andrew Drouin was released.
3029,8,[2022-07-21 6:35:30 PM] - Manuel Friedman was released.
3030,1,[2022-07-21 6:35:30 PM] - Takhir Rogova was released.
3031,23,[2022-07-21 6:35:30 PM] - Benjamin Lewis was released.
3032,10,[2022-07-21 6:35:30 PM] - Ron Langlois was released.
3033,24,[2022-07-21 6:35:30 PM] - Kalle Virta was released.
3034,13,[2022-07-21 6:35:30 PM] - Hector Tetreault was released.
3035,22,[2022-07-21 6:35:30 PM] - Stewart Weber was released.
3036,6,[2022-07-21 6:35:30 PM] - Chris Hahn was released.
3037,21,[2022-07-21 6:35:30 PM] - Adnan Sunden was released.
3038,13,[2022-07-21 6:35:30 PM] - Shaun Legare was released.
3039,8,[2022-07-21 6:35:30 PM] - Dwayne Rochon was released.
3040,1,[2022-07-21 6:35:30 PM] - Alexander Prokop was released.
3041,20,[2022-07-21 6:35:30 PM] - Mario Vit was released.
3042,4,[2022-07-21 6:35:30 PM] - Duane Mccormick was released.
3043,23,[2022-07-21 6:35:30 PM] - Dustin Johnson was released.
3044,18,[2022-07-21 6:35:30 PM] - Pierre Khan was released.
3045,7,[2022-07-21 6:35:30 PM] - Kristofer Molin was released.
3046,24,[2022-07-21 6:35:30 PM] - Jay Palmer was released.
3047,17,[2022-07-21 6:35:30 PM] - Ian Beck was released.
3048,9,[2022-07-21 6:35:30 PM] - Vit Tomaskova was released.
3049,17,[2022-07-21 6:35:30 PM] - Ilgam Sokolova was released.
3050,6,[2022-07-21 6:35:30 PM] - Andrew Irwin was released.
3051,11,[2022-07-21 6:35:30 PM] - Harvey Anthony was released.
3052,15,[2022-07-21 6:35:30 PM] - Alan Janda was released.
3053,6,[2022-07-21 6:35:30 PM] - Cody Evans was released.
3054,4,[2022-07-21 6:35:30 PM] - Kurt Taylor was released.
3055,3,[2022-07-21 6:35:30 PM] - Jerome Vallee was released.
3056,16,[2022-07-21 6:35:30 PM] - Zhargal Trofimova was released.
3057,4,[2022-07-21 6:35:30 PM] - Aslan Sergeevich was released.
3058,17,[2022-07-21 6:35:30 PM] - Jeff Hanna was released.
3059,23,[2022-07-21 6:35:30 PM] - Sergio Galvan was released.
3060,19,[2022-07-21 6:35:30 PM] - Karl Yu was released.
3061,19,[2022-07-21 6:35:30 PM] - Kenneth Larouche was released.
3062,17,[2022-07-21 6:35:30 PM] - Carlos Barrera was released.
3063,8,[2022-07-21 6:35:30 PM] - Dzintars Rutkovskis was released.
3064,20,[2022-07-21 6:35:30 PM] - Robt Peters was released.
3065,10,[2022-07-21 6:35:30 PM] - Insur Litvinova was released.
3066,24,[2022-07-21 6:35:30 PM] - Leonard Brodeur was released.
3067,16,[2022-07-21 6:35:30 PM] - Adam Hunt was released.
3068,15,[2022-07-21 6:35:30 PM] - Wade Lancaster was released.
3069,7,[2022-07-21 6:35:30 PM] - Walter Hempel was released.
3070,1,[2022-07-21 6:35:30 PM] - Wallace Auclair was released.
3071,9,[2022-07-21 6:35:30 PM] - Carl Leroux was released.
3072,23,[2022-07-21 6:35:30 PM] - Marvin Everett was released.
3073,7,[2022-07-21 6:35:30 PM] - Hussein Gren was released.
3074,14,[2022-07-21 6:35:30 PM] - Konstantin Prokofev was released.
3075,2,[2022-07-21 6:35:30 PM] - Dwayne Fry was released.
3076,18,[2022-07-21 6:35:30 PM] - Noel Robinson was released.
3077,3,[2022-07-21 6:35:30 PM] - Viktor Bogdanova was released.
3078,16,[2022-07-21 6:35:30 PM] - Darryl Rush was released.
3079,20,[2022-07-21 6:35:30 PM] - Jan Friden was released.
3080,14,[2022-07-21 6:35:30 PM] - Pedro Lewis was released.
3081,7,[2022-07-21 6:35:30 PM] - Kurt Berg was released.
3082,9,[2022-07-21 6:35:30 PM] - Samuel Noel was released.
3083,21,[2022-07-21 6:35:30 PM] - Hugh Lindsay was released.
3084,8,[2022-07-21 6:35:30 PM] - Dick Poirier was released.
3085,5,[2022-07-21 6:35:30 PM] - Armando Sellers was released.
3086,10,[2022-07-21 6:35:30 PM] - Byron Braun was released.
3087,13,[2022-07-21 6:35:30 PM] - Mitchell Barber was released.
3088,15,[2022-07-21 6:35:30 PM] - William Blanchette was released.
3089,5,[2022-07-21 6:35:30 PM] - Vladimir Snajdr was released.
3090,1,[2022-07-21 6:35:30 PM] - Aaron Frechette was released.
3091,19,[2022-07-21 6:35:30 PM] - Johan Hakulinen was released.
3092,9,[2022-07-21 6:35:30 PM] - Angelo Figueroa was released.
3093,6,[2022-07-21 6:35:30 PM] - Neil Welsh was released.
3094,11,[2022-07-21 6:35:30 PM] - Yury Eremeeva was released.
3095,3,[2022-07-21 6:35:30 PM] - Allan Engman was released.
3096,3,[2022-07-21 6:35:30 PM] - Wolf-Rudiger Weidner was released.
3097,22,[2022-07-21 6:35:30 PM] - Hans-Erik Nordlander was released.
3098,5,[2022-07-21 6:35:30 PM] - Kristofer Lindmark was released.
3099,9,[2022-07-21 6:35:30 PM] - Svyatoslav Nikitenko was released.
3100,20,[2022-07-21 6:35:30 PM] - Bohus Kelemen was released.
3101,23,[2022-07-21 6:35:30 PM] - Spencer Mcconnell was released.
3102,4,[2022-07-21 6:35:30 PM] - Alex George was released.
3103,12,[2022-07-21 6:35:30 PM] - Giorgio Staheli was released.
3104,21,[2022-07-21 6:35:30 PM] - Walter Lavallee was released.
3105,8,[2022-07-21 6:35:30 PM] - Lloyd Charest was released.
3106,6,[2022-07-21 6:35:30 PM] - Dwight Riggs was released.
3107,14,[2022-07-21 6:35:30 PM] - Robt Hudon was released.
3108,5,[2022-07-21 6:35:30 PM] - Lionel Lucas was released.
3109,6,[2022-07-21 6:35:30 PM] - Alpo Sandell was released.
3110,8,[2022-07-21 6:35:30 PM] - Daryl Herrera was released.
3111,24,[2022-07-21 6:35:30 PM] - Eemeli Nevalainen was released.
3112,16,[2022-07-21 6:35:30 PM] - Cesar Fields was released.
3113,8,[2022-07-21 6:35:30 PM] - Kari Mellgren was released.
3114,3,[2022-07-21 6:35:30 PM] - Arman Grigoryan was released.
3115,16,[2022-07-21 6:35:30 PM] - Dean Larocque was released.
3116,3,[2022-07-21 6:35:30 PM] - Phillip Mullen was released.
3117,5,[2022-07-21 6:35:30 PM] - Luis Howard was released.
3118,5,[2022-07-21 6:35:30 PM] - Corey Lowe was released.
3119,11,[2022-07-21 6:35:30 PM] - Brendan Little was released.
3120,14,[2022-07-21 6:35:30 PM] - Albert Comeau was released.
3121,24,[2022-07-21 6:35:30 PM] - Mohamed Liljegren was released.
3122,23,[2022-07-21 6:35:30 PM] - Hendrik Rudolph was released.
3123,14,[2022-07-21 6:35:30 PM] - Valerka Timoshenko was released.
3124,5,[2022-07-21 6:35:30 PM] - Allen Warner was released.
3125,17,[2022-07-21 6:35:30 PM] - Laszlo Kuric was released.
3126,6,[2022-07-21 6:35:30 PM] - Jakovs Pavlovs was released.
3127,22,[2022-07-21 6:35:30 PM] - Perry Swanson was released.
3128,14,[2022-07-21 6:35:30 PM] - Sega Volk was released.
3129,13,[2022-07-21 6:35:30 PM] - Teijo Virkki was released.
3130,7,[2022-07-21 6:35:30 PM] - Erik Mikhaylovsky was released.
3131,22,[2022-07-21 6:35:30 PM] - Terrence Shepard was released.
3132,24,[2022-07-21 6:35:30 PM] - Melvin Cunningham was released.
3133,15,[2022-07-21 6:35:30 PM] - Ivan Kagi was released.
3134,1,[2022-07-21 6:35:30 PM] - Alfonso Patel was released.
3135,12,[2022-07-21 6:35:30 PM] - Richard Gashi was released.
3136,20,[2022-07-21 6:35:30 PM] - Wilson Higgins was released.
3137,24,[2022-07-21 6:35:30 PM] - Alan Stewart was released.
3138,4,[2022-07-21 6:35:30 PM] - Christoffer Dyhr was released.
3139,3,[2022-07-21 6:35:30 PM] - Renald Leroux was released.
3140,2,[2022-07-21 6:35:30 PM] - Charlie Beaton was released.
3141,5,[2022-07-21 6:35:30 PM] - Angelo Sullivan was released.
3142,7,[2022-07-21 6:35:30 PM] - Philip Clark was released.
3143,20,[2022-07-21 6:35:30 PM] - Micheal Lagace was released.
3144,4,[2022-07-21 6:35:30 PM] - Timo Romer was released.
3145,1,[2022-07-21 6:35:30 PM] - Odd Ekblom was released.
3146,18,[2022-07-21 6:35:30 PM] - Steeve Webster was released.
3147,12,[2022-07-21 6:35:30 PM] - Rick Kaur was released.
3148,8,[2022-07-21 6:35:30 PM] - Kare Iversen was released.
3149,8,[2022-07-21 6:35:30 PM] - Larry Zhang was released.
3150,17,[2022-07-21 6:35:30 PM] - Franklin Francis was released.
3151,13,[2022-07-21 6:35:30 PM] - Murad Moskalenko was released.
3152,5,[2022-07-21 6:35:30 PM] - Stephan Chan was released.
3153,23,[2022-07-21 6:35:30 PM] - Erick Moyer was released.
3154,22,[2022-07-21 6:35:30 PM] - Ilmo Piirainen was released.
3155,7,[2022-07-21 6:35:30 PM] - Nick Frey was released.
3156,12,[2022-07-21 6:35:30 PM] - Julius Whitehead was released.
3157,1,[2022-07-21 6:35:30 PM] - Arsalan Novikov was released.
3158,22,[2022-07-21 6:35:30 PM] - Wally Campbell was released.
3159,6,[2022-07-21 6:35:30 PM] - Yannick Lajoie was released.
3160,7,[2022-07-21 6:35:30 PM] - Bob Dumais was released.
3161,4,[2022-07-21 6:35:30 PM] - Ryan Lambert was released.
3162,1,[2022-07-21 6:35:30 PM] - Yu Schneider was released.
3163,7,[2022-07-21 6:35:30 PM] - Ron Munoz was released.
3164,9,[2022-07-21 6:35:30 PM] - Thor Einarsen was released.
3165,2,[2022-07-21 6:35:30 PM] - Shane Parsons was released.
3166,10,[2022-07-21 6:35:30 PM] - Glen Durand was released.
3167,6,[2022-07-21 6:35:30 PM] - Ulf Hjorth was released.
3168,14,[2022-07-21 6:35:30 PM] - Lonnie Mcbride was released.
3169,9,[2022-07-21 6:35:30 PM] - Herv Poulain was released.
3170,24,[2022-07-21 6:35:30 PM] - Jeffery Thornton was released.
3171,19,[2022-07-21 6:35:30 PM] - Simon Villanueva was released.
3172,21,[2022-07-21 6:35:30 PM] - Erlan Uvarova was released.
3173,20,[2022-07-21 6:35:30 PM] - Mokhmad Goncharova was released.
3174,14,[2022-07-21 6:35:30 PM] - Bruno Carroll was released.
3175,1,[2022-07-21 6:35:30 PM] - Ranis Goncharova was released.
3176,21,[2022-07-21 6:35:30 PM] - Jp Moreau was released.
3177,14,[2022-07-21 6:35:30 PM] - Byron Adams was released.
3178,10,[2022-07-21 6:35:30 PM] - Per-Ola Martin was released.
3179,3,[2022-07-21 6:35:30 PM] - Johnny Coffey was released.
3180,13,[2022-07-21 6:35:30 PM] - Juhana Hietikko was released.
3181,4,[2022-07-21 6:35:30 PM] - Benjamin Hale was released.
3182,17,[2022-07-21 6:35:30 PM] - Eric Friedrich was released.
3183,4,[2022-07-21 6:35:30 PM] - Larry Dagenais was released.
3184,8,[2022-07-21 6:35:30 PM] - Ferdinand Dorn was released.
3185,7,[2022-07-21 6:35:30 PM] - Rob Giroux was released.
3186,1,[2022-07-21 6:35:30 PM] - Semen Galiev was released.
3187,18,[2022-07-21 6:35:30 PM] - Jose Livingston was released.
3188,19,[2022-07-21 6:35:30 PM] - Adalbert Wetzel was released.
3189,10,[2022-07-21 6:35:30 PM] - Tatu Makkonen was released.
3190,9,[2022-07-21 6:35:30 PM] - Alfred Glover was released.
3191,23,[2022-07-21 6:35:30 PM] - Tyrone Scott was released.
3192,6,[2022-07-21 6:35:30 PM] - David Adkins was released.
3193,6,[2022-07-21 6:35:30 PM] - Keijo Niskanen was released.
3194,1,[2022-07-21 6:35:30 PM] - Paul Jennings was released.
3195,22,[2022-07-21 6:35:30 PM] - Or Sharpe was released.
3196,9,[2022-07-21 6:35:30 PM] - Brett Montgomery was released.
3197,22,[2022-07-21 6:35:30 PM] - Chad Asselin was released.
3198,14,[2022-07-21 6:35:30 PM] - Sebastian Haggstrom was released.
3199,9,[2022-07-21 6:35:30 PM] - Manu Ahonen was released.
3200,1,[2022-07-21 6:35:30 PM] - Angus Murphy was released.
3201,11,[2022-07-21 6:35:30 PM] - Nicolas Leger was released.
3202,15,[2022-07-21 6:35:30 PM] - Dustin Belanger was released.
3203,19,[2022-07-21 6:35:30 PM] - Dennis Nordin was released.
3204,1,[2022-07-21 6:35:30 PM] - Jean-Yves Desmarais was released.
3205,5,[2022-07-21 6:35:30 PM] - Horace Sinclair was released.
3206,6,[2022-07-21 6:35:30 PM] - Kristofer Ekstrom was released.
3207,24,[2022-07-21 6:35:30 PM] - Veniamin Kabanov was released.
3208,20,[2022-07-21 6:35:30 PM] - Jules Burgess was released.
3209,13,[2022-07-21 6:35:30 PM] - Timofejs Pavlovs was released.
3210,19,[2022-07-21 6:35:30 PM] - Will Rowe was released.
3211,2,[2022-07-21 6:35:30 PM] - Richard Safranek was released.
3212,10,[2022-07-21 6:35:30 PM] - Mukhammad Shubin was released.
3213,9,[2022-07-21 6:35:30 PM] - Rodion Evseeva was released.
3214,18,[2022-07-21 6:35:30 PM] - Austin Strickland was released.
3215,19,[2022-07-21 6:35:30 PM] - Ossi Korkiakoski was released.
3216,14,[2022-07-21 6:35:30 PM] - Julian Wolfe was released.
3217,14,[2022-07-21 6:35:30 PM] - Nick Chapman was released.
3218,23,[2022-07-21 6:35:30 PM] - Roy Price was released.
3219,16,[2022-07-21 6:35:30 PM] - Carroll Solomon was released.
3220,5,[2022-07-21 6:35:30 PM] - Lyle Savoie was released.
3221,5,[2022-07-21 6:35:30 PM] - Roland Toews was released.
3222,10,[2022-07-21 6:35:30 PM] - Roch Paquette was released.
3223,7,[2022-07-21 6:35:30 PM] - Vsevolod Tyurina was released.
3224,5,[2022-07-21 6:35:30 PM] - Mathew Werner was released.
3225,3,[2022-07-21 6:35:30 PM] - Dennis Morin was released.
3226,15,[2022-07-21 6:35:30 PM] - Ross Boone was released.
3227,18,[2022-07-21 6:35:30 PM] - Maxim Lazarev was released.
3228,22,[2022-07-21 6:35:30 PM] - Fidan Gorokhov was released.
3229,2,[2022-07-21 6:35:30 PM] - Benny Young was released.
3230,5,[2022-07-21 6:35:30 PM] - Christian Stephens was released.
3231,21,[2022-07-21 6:35:30 PM] - Vincenzo Wirtz was released.
3232,7,[2022-07-21 6:35:30 PM] - Vernon Braun was released.
3233,17,[2022-07-21 6:35:30 PM] - David Raymond was released.
3234,5,[2022-07-21 6:35:30 PM] - Devin Mailloux was released.
3235,7,[2022-07-21 6:35:30 PM] - Arkasha Solovyeva was released.
3236,22,[2022-07-21 6:35:30 PM] - Justin Klein was released.
3237,10,[2022-07-21 6:35:30 PM] - Gene Harder was released.
3238,4,[2022-07-21 6:35:30 PM] - Art Powers was released.
3239,8,[2022-07-21 6:35:30 PM] - Lionel Walters was released.
3240,15,[2022-07-21 6:35:30 PM] - Asylbek Medet was released.
3241,17,[2022-07-21 6:35:30 PM] - Eugene Bolduc was released.
3242,14,[2022-07-21 6:35:30 PM] - Timothy Masse was released.
3243,5,[2022-07-21 6:35:30 PM] - Nick Hawkins was released.
3244,15,[2022-07-21 6:35:30 PM] - Aziz Samoylov was released.
3245,4,[2022-07-21 6:35:30 PM] - Todd Noble was released.
3246,2,[2022-07-21 6:35:30 PM] - Arnold Hart was released.
3247,21,[2022-07-21 6:35:30 PM] - Kornel Voros was released.
3248,17,[2022-07-21 6:35:30 PM] - Claes-Goran Nyman was released.
3249,13,[2022-07-21 6:35:30 PM] - Devin Yates was released.
3250,7,[2022-07-21 6:35:30 PM] - Sebastien Maeder was released.
3251,5,[2022-07-21 6:35:30 PM] - Derrick Choi was released.
3252,12,[2022-07-21 6:35:30 PM] - Ayan Magomadov was released.
3253,18,[2022-07-21 6:35:30 PM] - Rod Cummings was released.
3254,22,[2022-07-21 6:35:30 PM] - Randy Dussault was released.
3255,2,[2022-07-21 6:35:30 PM] - Rod Marcoux was released.
3256,3,[2022-07-21 6:35:30 PM] - Victor Morse was released.
3257,5,[2022-07-21 6:35:30 PM] - Hubert Spence was released.
3258,6,[2022-07-21 6:35:30 PM] - Prokop Vyskocil was released.
3259,2,[2022-07-21 6:35:30 PM] - Steve Klassen was released.
3260,11,[2022-07-21 6:35:30 PM] - Eigil Antonsen was released.
3261,19,[2022-07-21 6:35:30 PM] - Uwe Michaelis was released.
3262,5,[2022-07-21 6:35:30 PM] - Borivoj Kvasnicka was released.
3263,15,[2022-07-21 6:35:30 PM] - Len Freeman was released.
3264,7,[2022-07-21 6:35:30 PM] - Jacob Parker was released.
3265,18,[2022-07-21 6:35:30 PM] - Mel Charette was released.
3266,12,[2022-07-21 6:35:30 PM] - Mikael Vikberg was released.
3267,18,[2022-07-21 6:35:30 PM] - Devin Mohamed was released.
3268,8,[2022-07-21 6:35:30 PM] - Giovanni Ortmann was released.
3269,18,[2022-07-21 6:35:30 PM] - Mattias Augustsson was released.
3270,10,[2022-07-21 6:35:30 PM] - Julien Boyd was released.
3271,12,[2022-07-21 6:35:30 PM] - Ingo Kersten was released.
3272,2,[2022-07-21 6:35:30 PM] - Sergej Bormann was released.
3273,20,[2022-07-21 6:35:30 PM] - Claes-Goran Frank was released.
3274,24,[2022-07-21 6:35:30 PM] - Albert Bailey was released.
3275,17,[2022-07-21 6:35:30 PM] - Mike Harrell was released.
3276,17,[2022-07-21 6:35:30 PM] - Adrien Butt was released.
3277,13,[2022-07-21 6:35:30 PM] - Andreas Cullen was released.
3278,19,[2022-07-21 6:35:30 PM] - Jimmie Back was released.
3279,22,[2022-07-21 6:35:30 PM] - Garnet Roy was released.
3280,13,[2022-07-21 6:35:30 PM] - Iver Bendtsen was released.
3281,20,[2022-07-21 6:35:30 PM] - Graham Webb was released.
3282,3,[2022-07-21 6:35:30 PM] - Bert Rochon was released.
3283,17,[2022-07-21 6:35:30 PM] - Donald Leblanc was released.
3284,22,[2022-07-21 6:35:30 PM] - Aaron Glenn was released.
